UserID,PromptID,PMCID,Valid Label,Valid Reasoning,Label,Annotations,Label Code,In Abstract,Evidence Start,Evidence End
0,2,3298351,True,True,no significant difference,"However, the observed differences were not statistically significant (Kruskal-Wallis test H = 4.45, p > 0.05).",0,True,1374,1485
1,2,3298351,True,True,no significant difference,"In all patients, independently of the type of compression therapy, a few significant statistical changes of ulceration area in time were observed (Student?s t test for matched pairs, p < 0.05). The largest loss of ulceration area in each of the successive measurements was observed in patients treated with the four-layer system ? on average 0.63 cm2/per week. The smallest loss of ulceration area was observed in patients using compression stockings ? on average 0.44 cm2/per week. However, the observed differences were not statistically significant (Kruskal-Wallis test H = 4.45, p > 0.05).",0,True,882,1481
2,2,3298351,True,True,no significant difference,"In all patients, independently of the type of compression therapy, a few significant statistical changes of ulceration area in time were observed (Student?s t test for matched pairs, p < 0.05). The largest loss of ulceration area in each of the successive measurements was observed in patients treated with the four-layer system ? on average 0.63 cm2/per week. The smallest loss of ulceration area was observed in patients using compression stockings ? on average 0.44 cm2/per week. However, the observed differences were not statistically significant (Kruskal-Wallis test H = 4.45, p > 0.05).",0,True,882,1481
3,2,3298351,True,True,no significant difference,"The largest loss of ulceration area in each of the successive measurements was observed in patients treated with the four-layer system �?? on average 0.63 cm2/per week. The smallest loss of ulceration area was observed in patients using compression stockings �?? on average 0.44 cm2/per week. However, the observed differences were not statistically significant (Kruskal-Wallis test H = 4.45, p > 0.05).",0,True,1080,1485
0,3,3298351,True,True,significantly increased,We compared the dynamics of ulcer healing of patients treated with different types of compression therapy. The changes of ulceration area were statistically significant regardless of the type of compression therapy.,1,True,12800,13016
1,3,3298351,True,True,significantly increased,The changes of ulceration area were statistically significant regardless of the type of compression therapy.,1,False,12907,13016
2,3,3298351,True,True,significantly increased,The changes of ulceration area were statistically significant regardless of the type of compression therapy.,1,False,12907,13016
3,3,3298351,False,False,invalid prompt,,3,False,-1,0
0,4,3298351,True,True,no significant difference,"What is more, no statistically significant advantage of any of the applied types of compression therapy was found (Table II).",0,True,14337,14463
1,4,3298351,True,True,no significant difference,"In all patients, independently of the type of compression therapy, a few significant statistical changes of ulceration area in time were observed (Student?s t test for matched pairs, p < 0.05). The largest loss of ulceration area in each of the successive measurements was observed in patients treated with the four-layer system ? on average 0.63 cm2/per week. The smallest loss of ulceration area was observed in patients using compression stockings ? on average 0.44 cm2/per week. However, the observed differences were not statistically significant (Kruskal-Wallis test H = 4.45, p > 0.05).",0,True,882,1481
2,4,3298351,True,True,no significant difference,"In all patients, independently of the type of compression therapy, a few significant statistical changes of ulceration area in time were observed (Student?s t test for matched pairs, p < 0.05). The largest loss of ulceration area in each of the successive measurements was observed in patients treated with the four-layer system ? on average 0.63 cm2/per week. The smallest loss of ulceration area was observed in patients using compression stockings ? on average 0.44 cm2/per week. However, the observed differences were not statistically significant (Kruskal-Wallis test H = 4.45, p > 0.05).",0,True,882,1481
3,4,3298351,True,True,no significant difference,complete healing was achieved in 10 (62.5%) ulcerations treated with the two-layer compression system and 9 (60%) ulcerations treated with the four-layer compression system.,0,True,14647,14821
0,5,3298351,True,True,no significant difference,"The statistical analysis did not reveal any statistically significant intra-group differences (Kruskal-Wallis test H = 3.102, p > 0.05).",0,True,17093,17230
1,5,3298351,True,True,no significant difference,"The statistical analysis showed homogeneity of study groups in terms of age, sex, initial ulceration area and the initial value of CEAP; C-6 score.",0,True,11985,12131
1,5,3298351,True,True,no significant difference,Initial CEAP score (x � SD)	11.9 �1.12	11.2 �1.3	12.6 �1.4	p > 0.05,0,True,12708,12776
2,5,3298351,True,True,no significant difference,"Together with the progress in ulceration healing, statistically significant changes in CEAP scoring values (Table III) were observed. The difference in average CEAP C-6 score of all patients was 3.6 points and was statistically significant (p < 0.001). Also, in groups of patients divided according to the type of compression therapy, the differences in CEAP scoring values were statistically significant; they gained 3.5 points among patients who used compression stockings, 3.5 points among patients treated with the ProGuide system, and 4.3 points among patients treated with the Profore system. The statistical analysis did not reveal any statistically significant intra-group differences (Kruskal-Wallis test H = 3.102, p > 0.05).",0,True,16492,17229
3,5,3298351,False,False,significantly increased,Initial CEAP score (x ± SD)	11.9 ±1.12	11.2 ±1.3	12.6 ±1.4,1,True,12707,12767
0,6,3298351,True,True,no significant difference,"The statistical analysis did not reveal any statistically significant intra-group differences (Kruskal-Wallis test H = 3.102, p > 0.05).",0,True,17093,17230
1,6,3298351,True,True,no significant difference,Initial CEAP score (x � SD)	11.9 �1.12	11.2 �1.3	12.6 �1.4	p > 0.05,0,True,12707,12777
2,6,3298351,True,True,no significant difference,". Also, in groups of patients divided according to the type of compression therapy, the differences in CEAP scoring values were statistically significant; they gained 3.5 points among patients who used compression stockings, 3.5 points among patients treated with the ProGuide system, and 4.3 points among patients treated with the Profore system. The statistical analysis did not reveal any statistically significant intra-group differences (Kruskal-Wallis test H = 3.102, p > 0.05).",0,True,16741,17229
3,6,3298351,True,True,no significant difference,11.9 ±1.12	11.2 ±1.3	12.6 ±1.4	p > 0.05,0,True,12735,12777
0,7,3298351,True,True,no significant difference,"The statistical analysis did not reveal any statistically significant intra-group differences (Kruskal-Wallis test H = 3.102, p > 0.05).",0,True,17093,17230
1,7,3298351,True,True,no significant difference,Initial CEAP score (x � SD)	11.9 �1.12	11.2 �1.3	12.6 �1.4	p > 0.05,0,True,12708,12776
1,7,3298351,True,True,no significant difference,"The statistical analysis showed homogeneity of study groups in terms of age, sex, initial ulceration area and the initial value of CEAP; C-6 score.",0,True,11985,12131
2,7,3298351,True,True,no significant difference,"Together with the progress in ulceration healing, statistically significant changes in CEAP scoring values (Table III) were observed. The difference in average CEAP C-6 score of all patients was 3.6 points and was statistically significant (p < 0.001). Also, in groups of patients divided according to the type of compression therapy, the differences in CEAP scoring values were statistically significant; they gained 3.5 points among patients who used compression stockings, 3.5 points among patients treated with the ProGuide system, and 4.3 points among patients treated with the Profore system. The statistical analysis did not reveal any statistically significant intra-group differences (Kruskal-Wallis test H = 3.102, p > 0.05).",0,True,16492,17229
3,7,3298351,True,True,no significant difference,Initial CEAP score (x ± SD)	11.9 ±1.12	11.2 ±1.3	12.6 ±1.4,0,True,12707,12767
0,8,3298351,True,True,no significant difference,"In our own research, the comparison of two pre-prepared Profore and ProGuide compression systems as well as elastic compression, that is to say, compression stockings, did not show statistically significant differences.",0,True,19484,19704
1,8,3298351,True,True,no significant difference,"greater dynamics of healing was observed in patients treated with the four-layer Profore system ? the average loss of area during the whole 12-week observation period was 0.63 cm2/per week. The value of the same parameter in patients treated with the two-layer ProGuide compression system was 0.55 cm2/per week and of those treated with compression stockings 0.44 cm2/per week. Although the changes of ulceration area in each analysed group were statistically significant (p < 0.001), inter-group differences were not found (H = 4.45, p > 0.05).",0,False,13791,14336
2,8,3298351,True,True,no significant difference,"In the group of patients who used Maxis compression stockings complete healing was achieved in 8 (53.3%) ulcerations, in the groups of patients treated with layer compression systems, complete healing was achieved in 10 (62.5%) ulcerations treated with the two-layer compression system and 9 (60%) ulcerations treated with the four-layer compression system.",0,False,14463,14821
3,8,3298351,True,True,no significant difference,"However, the observed differences were not statistically significant (Kruskal-Wallis test H = 4.45, p > 0.05).",0,False,1374,1485
0,9,3298351,True,True,significantly increased,"However, in layer compression, faster healing dynamics and a higher percentage of healed area than in the case of using stockings were observed.",1,True,19704,19849
1,9,3298351,True,True,significantly increased,"However, greater dynamics of healing was observed in patients treated with the four-layer Profore system ? the average loss of area during the whole 12-week observation period was 0.63 cm2/per week.",1,True,13782,13981
2,9,3298351,True,True,significantly increased,"However, in layer compression, faster healing dynamics and a higher percentage of healed area than in the case of using stockings were observed. The observed differences were statistically significant.",1,True,19704,19906
3,9,3298351,True,True,significantly increased,greater dynamics of healing was observed in patients treated with the four-layer Profore system �?? the average loss of area during the whole 12-week observation period was 0.63 cm2/per week.,1,True,13782,13981
0,10,3298351,True,True,significantly increased,"However, in layer compression, faster healing dynamics and a higher percentage of healed area than in the case of using stockings were observed.",1,True,19704,19849
1,10,3298351,False,False,no significant difference,"Table I
Comparable characteristics of patients treated with Maxis compression stockings and ProGuide two-layer and Profore four-layer compression systems",0,False,12204,12357
1,10,3298351,False,False,no significant difference,Ulceration area [cm2] (x � SD)	4.7 �4.18	5.3 �3.93	6.0 �3.98	p > 0.05,0,False,12635,12704
1,10,3298351,False,False,no significant difference,"In the group of patients who used Maxis compression stockings complete healing was achieved in 8 (53.3%) ulcerations, in the groups of patients treated with layer compression systems, complete healing was achieved in 10 (62.5%) ulcerations treated with the two-layer compression system and 9 (60%) ulcerations treated with the four-layer compression system. The differences were statistically significant (p > 0.05).",0,False,14462,14878
2,10,3298351,True,True,significantly increased,"In our own research, the comparison of two pre-prepared Profore and ProGuide compression systems as well as elastic compression, that is to say, compression stockings, did not show statistically significant differences. However, in layer compression, faster healing dynamics and a higher percentage of healed area than in the case of using stockings were observed. The observed differences were statistically significant.",1,False,19483,19906
3,10,3298351,False,False,no significant difference,"The largest loss of ulceration area in each of the successive measurements was observed in patients treated with the four-layer system �?? on average 0.63 cm2/per week. The smallest loss of ulceration area was observed in patients using compression stockings �?? on average 0.44 cm2/per week. However, the observed differences were not statistically significant (Kruskal-Wallis test H = 4.45, p > 0.05).",0,False,1080,1485
0,11,2366143,True,True,no significant difference,"no significant differences in the interval to delivery, birth weight, and neonatal outcomes were observed between the 2 groups.",0,True,1017,1145
1,11,2366143,True,True,no significant difference,"No significant differences in the interval to delivery, birth weight, and neonatal outcomes were observed between the 2 groups.",0,True,1017,1145
2,11,2366143,True,True,no significant difference,"No significant differences in the interval to delivery, birth weight, and neonatal outcomes were observed between the 2 groups.",0,True,1017,1145
3,11,2366143,True,True,no significant difference,"No significant differences in the interval to delivery, birth weight, and neonatal outcomes were observed between the 2 groups.",0,True,1017,1145
0,12,2366143,True,True,no significant difference,"No significant differences in the interval to delivery, birth weight, and neonatal outcomes were observed between the 2 groups.",0,True,1017,1145
1,12,2366143,True,True,no significant difference,"No significant differences in the interval to delivery, birth weight, and neonatal outcomes were observed between the 2 groups.",0,True,1017,1145
2,12,2366143,True,True,no significant difference,"No significant differences in the interval to delivery, birth weight, and neonatal outcomes were observed between the 2 groups.",0,True,1017,1145
3,12,2366143,True,True,no significant difference,"No significant differences in the interval to delivery, birth weight, and neonatal outcomes were observed between the 2 groups.",0,True,1017,1145
0,13,2366143,True,True,no significant difference,"No significant differences in the interval to delivery, birth weight, and neonatal outcomes were observed between the 2 groups.",0,True,1017,1145
1,13,2366143,True,True,no significant difference,"No significant differences in the interval to delivery, birth weight, and neonatal outcomes were observed between the 2 groups.",0,True,1017,1145
2,13,2366143,True,True,no significant difference,"No significant differences in the interval to delivery, birth weight, and neonatal outcomes were observed between the 2 groups.",0,True,1017,1145
3,13,2366143,True,True,no significant difference,". No significant differences in the interval to delivery, birth weight, and neonatal outcomes were observed between the 2 groups.",0,True,1017,1149
0,14,2366143,True,True,significantly decreased,Women in the antibiotic group had a significantly lower incidence of postpartum infections compared with women in the placebo group.,-1,True,1158,1298
1,14,2366143,True,True,significantly decreased,Women in the antibiotic group had a significantly lower incidence of postpartum infections compared with women in the placebo group.,-1,True,1158,1298
2,14,2366143,True,True,significantly decreased,Women in the antibiotic group had a significantly lower incidence of postpartum infections compared with women in the placebo group,-1,True,1158,1290
3,14,2366143,True,True,significantly decreased,Women in the antibiotic group had a significantly lower incidence of postpartum infections compared with women in the placebo group.,-1,True,1158,1298
0,15,2366143,True,True,no significant difference,"Clinical characteristics including gestational age at enrollment, frequency of contractions, cervical Bishop's score, and white blood cell count on admission were similar in the 2 groups.",0,True,751,941
1,15,2366143,True,True,no significant difference,"Clinical characteristics including gestational age at enrollment, frequency of contractions, cervical Bishop's score, and white blood cell count on admission were similar in the 2 groups.",0,True,751,941
2,15,2366143,True,True,no significant difference,"Lack of an antibiotic effect on the gestational age at delivery may be due to the low prevalence of upper genital tract infection among unselected women in preterm labor, to advanced preterm labor unresponsive to antibiotic therapy, or to an inability of antibiotics given alone to inhibit the cytokine response.",0,True,1583,1896
3,15,2366143,True,True,no significant difference,"No significant differences in the interval to delivery, birth weight, and neonatal outcomes were observed between the 2 groups.",0,True,1017,1145
0,16,2366143,True,True,no significant difference,"Clinical characteristics including gestational age at enrollment, frequency of contractions, cervical Bishop's score, and white blood cell count on admission were similar in the 2 groups.",0,True,751,941
1,16,2366143,True,True,no significant difference,"Clinical characteristics including gestational age at enrollment, frequency of contractions, cervical Bishop's score, and white blood cell count on admission were similar in the 2 groups.",0,True,751,941
2,16,2366143,False,False,invalid prompt,,3,True,-1,0
3,16,2366143,False,False,invalid prompt,,3,True,-1,0
0,20,3233526,True,True,no significant difference,No significant difference was observed with respect to pregnancy or birth outcome across the groups.,0,True,1425,1526
1,20,3233526,True,True,no significant difference,No significant difference was observed with respect to pregnancy or birth outcome across the groups.,0,True,1425,1526
2,20,3233526,True,True,no significant difference,No significant difference was observed with respect to pregnancy or birth outcome across the groups,0,True,1425,1526
3,20,3233526,True,True,no significant difference,"Twice-weekly supplementation is as effective as daily supplementation, and may represent an acceptable compromise in iron supplementation regimens for nonanemic pregnant women.",0,True,1724,1901
0,21,3233526,True,True,no significant difference,No significant difference was observed with respect to pregnancy or birth outcome across the groups.,0,True,1425,1526
1,21,3233526,True,True,no significant difference,No significant difference was observed with respect to pregnancy or birth outcome across the groups.,0,True,1425,1526
2,21,3233526,True,True,no significant difference,No significant difference was observed with respect to pregnancy or birth outcome across the groups.,0,True,1425,1526
3,21,3233526,True,True,no significant difference,No significant difference was observed with respect to pregnancy or birth outcome across the groups.,0,True,1425,1526
0,22,3233526,True,True,no significant difference,No significant difference was observed with respect to pregnancy or birth outcome across the groups.,0,True,1425,1526
1,22,3233526,True,True,no significant difference,No significant difference was observed with respect to pregnancy or birth outcome across the groups.,0,True,1425,1526
2,22,3233526,True,True,no significant difference,No significant difference was observed with respect to pregnancy or birth outcome across the groups.,0,True,1425,1526
3,22,3233526,True,True,no significant difference,No significant difference was observed with respect to pregnancy or birth outcome across the groups,0,True,1425,1526
0,23,3233526,True,True,no significant difference,No significant difference was observed with respect to pregnancy or birth outcome across the groups.,0,True,1425,1526
1,23,3233526,True,True,no significant difference,No significant difference was observed with respect to pregnancy or birth outcome across the groups.,0,True,1425,1526
2,23,3233526,True,True,no significant difference,No significant difference was observed with respect to pregnancy or birth outcome across the groups.,0,True,1425,1526
3,23,3233526,True,True,no significant difference,No significant difference was observed with respect to pregnancy or birth outcome across the groups.,0,True,1425,1526
0,24,3233526,True,True,no significant difference,No significant difference was observed with respect to pregnancy or birth outcome across the groups.,0,True,1425,1526
1,24,3233526,True,True,no significant difference,No significant difference was observed with respect to pregnancy or birth outcome across the groups.,0,True,1425,1526
2,24,3233526,True,True,no significant difference,No significant difference was observed with respect to pregnancy or birth outcome across the groups.,0,True,1425,1526
3,24,3233526,True,True,no significant difference,"An overall comparison of average birth parameters for the three treatment groups is summarized in Table 3. Infants born to women who were assigned to the different treatment groups showed no significant difference in average birth weight (P = 0.521). The difference in pregnancy termination week was insignificant across the randomization groups (P = 0.13), as was the incidence of cesarean section births, preterm delivery, and low birth weight across the groups (P = 0.31, 0.25, and 0.33, respectively). Two babies (one in Group A and one in Group C) were of low birth weight, and eight babies (Group A, n = 4; Group B, n = 3; Group C, n = 1) were delivered preterm.",0,True,18847,19525
0,25,3233526,True,True,no significant difference,Adherence to the regime was 100% according to data provided in the forms for the participants. No side effects were reported throughout the duration of the study.,0,True,19578,19741
1,25,3233526,True,True,no significant difference,No side effects were reported throughout the duration of the study.,0,False,19673,19741
2,25,3233526,True,True,no significant difference,No side effects were reported throughout the duration of the study.,0,False,19673,19741
3,25,3233526,True,True,no significant difference,No side effects were reported throughout the duration of the study.,0,False,19673,19741
0,26,3233526,True,True,no significant difference,Adherence to the regime was 100% according to data provided in the forms for the participants. No side effects were reported throughout the duration of the study.,0,True,19578,19741
1,26,3233526,True,True,no significant difference,No side effects were reported throughout the duration of the study.,0,False,19673,19741
2,26,3233526,True,True,no significant difference,No side effects were reported throughout the duration of the study.,0,False,19673,19741
3,26,3233526,True,True,no significant difference,No side effects were reported throughout the duration of the study.,0,False,19673,19741
0,27,3233526,True,True,no significant difference,Adherence to the regime was 100% according to data provided in the forms for the participants. No side effects were reported throughout the duration of the study.,0,True,19578,19741
1,27,3233526,True,True,no significant difference,No side effects were reported throughout the duration of the study.,0,False,19673,19741
2,27,3233526,True,True,no significant difference,No side effects were reported throughout the duration of the study.,0,False,19673,19741
3,27,3233526,True,True,no significant difference,No side effects were reported throughout the duration of the study.,0,False,19673,19741
0,28,3233526,True,True,no significant difference,No significant difference was found between the treatment groups for hemoglobin levels at 28 weeks.,0,True,18210,18310
1,28,3233526,True,True,no significant difference,No significant difference was found between the treatment groups for hemoglobin levels at 28 weeks.,0,False,18210,18310
2,28,3233526,False,False,invalid prompt,,3,False,-1,0
3,28,3233526,True,True,no significant difference,No significant difference was found between the treatment groups for hemoglobin levels at 28 weeks.,0,False,18210,18310
0,29,3233526,True,True,no significant difference,No significant difference was found between the treatment groups for hemoglobin levels at 28 weeks.,0,True,18210,18310
1,29,3233526,True,True,no significant difference,No significant difference was found between the treatment groups for hemoglobin levels at 28 weeks.,0,False,18210,18310
2,29,3233526,False,False,invalid prompt,,3,False,-1,0
3,29,3233526,False,False,invalid prompt,,3,False,-1,0
0,30,3233526,True,True,no significant difference,No significant difference was found between the treatment groups for hemoglobin levels at 28 weeks.,0,True,18210,18310
1,30,3233526,True,True,no significant difference,No significant difference was found between the treatment groups for hemoglobin levels at 28 weeks.,0,False,18210,18310
2,30,3233526,False,False,invalid prompt,,3,False,-1,0
3,30,3233526,False,False,invalid prompt,,3,False,-1,0
0,31,3233526,True,True,significantly decreased,"When comparing the final levels at 38 weeks, a significant difference was observed between Group B and the other two groups in this iron status indicator (P = 0.035). This difference was also of marginal clinical significance (19.9 μg/L in Group B).",-1,True,18577,18826
1,31,3233526,False,False,no significant difference,"There was a significant difference in mean hemoglobin and ferritin levels in Group B at 38 weeks (P = 0.018 and P = 0.035, respectively) but this difference was not clinically significant (hemoglobin >12 g/dL, ferritin >19 ?g/L).",0,True,1115,1345
2,31,3233526,False,False,no significant difference,"There was a significant difference in mean hemoglobin and ferritin levels in Group B at 38 weeks (P = 0.018 and P = 0.035, respectively) but this difference was not clinically significant (hemoglobin >12 g/dL, ferritin >19 ?g/L).",0,True,1115,1345
3,31,3233526,False,False,no significant difference,"here was a significant difference in mean hemoglobin and ferritin levels in Group B at 38 weeks (P = 0.018 and P = 0.035, respectively) but this difference was not clinically significant (hemoglobin >12 g/dL, ferritin >19 ?g/L).",0,True,1115,1345
0,33,3233526,True,True,significantly increased,"A similar trend was observed for the difference in ferritin levels, in that although daily supplementation led to a significant increase in ferritin at 28 weeks (P = 0.03), this difference was not maintained towards 38 weeks in comparison with the other two regimes.",1,True,22446,22713
1,33,3233526,True,True,significantly increased,There was a significant increase in ferritin in Group C (P = 0.03) at 28 weeks.,1,True,1346,1424
1,33,3233526,True,True,significantly increased,"Group A consuming two iron supplementation tablets once weekly (100 mg iron per week, n = 70), Group B consuming one tablet twice weekly (100 mg iron per week, n = 70) and Group C, consuming one tablet daily (50 mg iron per day, n = 70).",1,True,580,816
2,33,3233526,True,True,significantly increased,"Group A consuming two iron supplementation tablets once weekly (100 mg iron per week, n = 70), Group B consuming one tablet twice weekly (100 mg iron per week, n = 70) and Group C, consuming one tablet daily (50 mg iron per day, n = 70).",1,True,580,816
2,33,3233526,True,True,significantly increased,There was a significant increase in ferritin in Group C (P = 0.03) at 28 weeks.,1,True,1346,1424
3,33,3233526,True,True,significantly increased,. There was a significant increase in ferritin in Group C (P = 0.03) at 28 weeks,1,True,1344,1425
0,34,3233526,True,True,significantly increased,"A similar trend was observed for the difference in ferritin levels, in that although daily supplementation led to a significant increase in ferritin at 28 weeks (P = 0.03), this difference was not maintained towards 38 weeks in comparison with the other two regimes.",1,True,22446,22713
1,34,3233526,True,True,significantly increased,There was a significant increase in ferritin in Group C (P = 0.03) at 28 weeks.,1,True,1346,1424
1,34,3233526,True,True,significantly increased,"Group A consuming two iron supplementation tablets once weekly (100 mg iron per week, n = 70), Group B consuming one tablet twice weekly (100 mg iron per week, n = 70) and Group C, consuming one tablet daily (50 mg iron per day, n = 70).",1,True,580,816
2,34,3233526,True,True,significantly increased,"Group A consuming two iron supplementation tablets once weekly (100 mg iron per week, n = 70), Group B consuming one tablet twice weekly (100 mg iron per week, n = 70) and Group C, consuming one tablet daily (50 mg iron per day, n = 70).",1,True,580,816
2,34,3233526,True,True,significantly increased,There was a significant increase in ferritin in Group C (P = 0.03) at 28 weeks.,1,True,1346,1424
3,34,3233526,True,True,significantly increased,There was a significant increase in ferritin in Group C (P = 0.03) at 28 weeks.,1,True,1345,1425
0,35,3233526,True,True,no significant difference,"A similar trend was observed for the difference in ferritin levels, in that although daily supplementation led to a significant increase in ferritin at 28 weeks (P = 0.03), this difference was not maintained towards 38 weeks in comparison with the other two regimes.",0,True,22446,22713
1,35,3233526,True,True,no significant difference,"There was a significant difference in mean hemoglobin and ferritin levels in Group B at 38 weeks (P = 0.018 and P = 0.035, respectively) but this difference was not clinically significant (hemoglobin >12 g/dL, ferritin >19 ?g/L).",0,True,1115,1345
2,35,3233526,True,True,no significant difference,"There was a significant difference in mean hemoglobin and ferritin levels in Group B at 38 weeks (P = 0.018 and P = 0.035, respectively) but this difference was not clinically significant (hemoglobin >12 g/dL, ferritin >19 ?g/L).",0,True,1115,1345
3,35,3233526,True,True,no significant difference,"There was a significant difference in mean hemoglobin and ferritin levels in Group B at 38 weeks (P = 0.018 and P = 0.035, respectively) but this difference was not clinically significant",0,True,1115,1304
0,36,3233526,True,True,no significant difference,"A similar trend was observed for the difference in ferritin levels, in that although daily supplementation led to a significant increase in ferritin at 28 weeks (P = 0.03), this difference was not maintained towards 38 weeks in comparison with the other two regimes.",0,True,22446,22713
1,36,3233526,True,True,no significant difference,"Group B, on the other hand, achieved significantly lower ferritin levels compared with Group A and Group C at 38 weeks",0,True,22714,22832
1,36,3233526,True,True,no significant difference,,0,True,-1,0
1,36,3233526,True,True,no significant difference,"Group A consuming two iron supplementation tablets once weekly (100 mg iron per week, n = 70), Group B consuming one tablet twice weekly (100 mg iron per week, n = 70) and Group C, consuming one tablet daily (50 mg iron per day, n = 70).",0,True,580,816
2,36,3233526,True,True,no significant difference,"Group A consuming two iron supplementation tablets once weekly (100 mg iron per week, n = 70), Group B consuming one tablet twice weekly (100 mg iron per week, n = 70) and Group C, consuming one tablet daily (50 mg iron per day, n = 70).",0,True,580,816
2,36,3233526,True,True,no significant difference,"The mean serum ferritin level increased significantly in Group C at 28 weeks? gestation (P = 0.03). When comparing the final levels at 38 weeks, a significant difference was observed between Group B and the other two groups in this iron status indicator (P = 0.035).",0,True,18478,18743
2,36,3233526,True,True,no significant difference,"Group B, on the other hand, achieved significantly lower ferritin levels compared with Group A and Group C at 38 weeks, but again this was not clinically significant.",0,True,22714,22879
3,36,3233526,True,True,no significant difference,"There was a significant difference in mean hemoglobin and ferritin levels in Group B at 38 weeks (P = 0.018 and P = 0.035, respectively) but this difference was not clinically significant",0,True,1115,1304
